Number,Gender,GivenName,Surname,TelephoneNumber,Birthday,Zodiac,Membership,BloodType,Pounds,Weight,Height,BMI
7497,female,Ekwutosi,Chienezie,083 768 0046,06-04-1959,Gemini,01-01-2018,O+,145.9,66.3,173,22.1524
7498,male,Abazu,Elechi,083 437 6028,04-08-1976,Aries,01-11-2017,B+,179.3,81.5,178,25.7228
7499,female,Lena,Gibson,085 189 0940,01-08-1962,Capricorn,01-07-2016,A+,214.7,97.6,173,32.6105
7500,male,Berhane,Bisrat,083 747 7772,7-25-1992,Leo,01-08-2019,O+,196.2,89.2,174,29.4623
7501,male,Odili,Maduabuchim,085 857 1880,12-07-1975,Sagittarius,01-10-2019,A+,159.5,72.5,181,22.13
7502,female,Mackenzie,Cameron,082 221 0166,12-06-1981,Sagittarius,01-09-2018,A+,220.4,100.2,157,40.6507
7503,male,Timothy,Leitch,085 558 2329,6-18-1963,Gemini,01-09-2017,B+,244,110.9,173,37.0544
7504,female,Isidora,Fallaci,083 616 8342,2-17-1956,Aquarius,01-01-2016,O+,154.2,70.1,172,23.6952
7505,female,Negisti,Selassie,084 148 7992,4-23-1970,Taurus,01-06-2016,O+,185.5,84.3,172,28.4951
7506,female,Heng,Mao,084 137 0466,7-27-1967,Leo,01-04-2019,AB-,178.9,81.3,159,32.1585
7507,female,Hui Ying,Hsiao,084 837 6526,8-15-1961,Leo,01-12-2017,B-,181.1,82.3,155,34.256
7508,male,Diribe,Anenechukwu,082 390 5071,12-22-1986,Capricorn,01-09-2018,AB+,148.7,67.6,177,21.5775
7509,female,Lauren,Luttrell,083 695 2585,4-25-1957,Taurus,01-08-2016,O+,213,96.8,158,38.7758
7510,male,Raul,Padovesi,085 850 2723,11-05-1964,Scorpio,01-08-2017,O+,196.7,89.4,188,25.2943
7511,female,Xia,Ts'ai,085 851 5645,6-30-1983,Cancer,01-08-2017,B+,117.3,53.3,161,20.5625
7512,male,Mark,Whitt,082 373 8051,2-21-1986,Pisces,01-04-2018,B+,183.3,83.3,176,26.8918
7513,male,Gabriel,Bull,082 295 8992,06-06-1980,Gemini,01-02-2016,O+,221.1,100.5,170,34.7751
7514,male,William,Langley,083 555 4277,09-10-1991,Virgo,01-08-2016,O+,137.1,62.3,187,17.8158
7515,female,Erminia,Padovano,085 214 0086,1-23-1993,Aquarius,01-04-2019,B+,196.7,89.4,172,30.219
7516,male,An,Ku,085 507 8296,11-01-1957,Scorpio,01-10-2019,AB+,215.2,97.8,181,29.8526
7517,male,Espedito,Romano,085 593 6834,10-16-1992,Libra,01-09-2016,O+,165.2,75.1,178,23.7028
7518,male,De,Hu,085 586 7466,08-06-1949,Leo,01-01-2019,B+,173.1,78.7,175,25.698
7519,male,Charlie,Loewe,083 394 8337,1-31-1969,Aquarius,01-02-2016,B+,159.1,72.3,185,21.1249
7520,male,Dylan,Brown,085 145 1279,06-09-1957,Gemini,01-07-2020,O+,172.9,78.6,175,25.6653
7521,male,Kyle,Pharr,083 822 5264,09-04-1971,Virgo,01-10-2017,O+,161.3,73.3,189,20.5201
7522,male,Billy,Nolan,082 100 0318,10-19-1972,Libra,01-10-2020,O-,235,106.8,171,36.5241
7523,female,Antonella,Lucchese,082 741 1501,6-19-1955,Gemini,01-04-2019,A+,153.8,69.9,168,24.7662
7524,female,Apollinaris,Frolova,082 232 7915,02-04-1967,Aquarius,01-06-2018,O+,168.5,76.6,161,29.5513
7525,male,Aidan,Morrison,085 462 1140,11-30-1992,Sagittarius,01-06-2018,O+,226.4,102.9,169,36.0282
7526,male,Noah,Whitehead,082 501 4714,4-23-1963,Taurus,01-12-2017,B+,204.2,92.8,185,27.1147
7527,male,Luca,Spencer,083 242 0069,02-02-1974,Aquarius,01-05-2017,B+,244.4,111.1,184,32.8155
7528,male,Liang,L?,085 408 5807,11-06-1987,Scorpio,01-07-2020,B+,147.2,66.9,190,18.5319
7529,female,Dorotea,Udinese,085 366 3002,8-31-1972,Virgo,01-01-2020,B+,155.1,70.5,173,23.5557
7530,male,Zhen,Yang,084 662 3076,3-29-1958,Aries,01-11-2019,A-,236.5,107.5,174,35.5067
7531,female,Samantha,O'Sullivan,084 310 0928,04-09-1982,Aries,01-12-2020,B+,228.1,103.7,165,38.09
7532,female,Yesenia,Chesnokova,082 494 7196,5-22-1988,Gemini,01-12-2018,O+,183.5,83.4,157,33.835
7533,female,Moeka,Kuhabara,085 805 8947,04-11-1971,Aries,01-04-2020,O+,150.3,68.3,158,27.3594
7534,male,Quirino,Russo,082 961 5125,10-31-1980,Scorpio,01-12-2020,A+,178.6,81.2,189,22.7317
7535,male,Paramon,Matveyev,083 528 0221,9-28-1970,Libra,01-06-2019,A+,245.1,111.4,178,35.1597
7536,male,Mitrofan,Avdeev,085 504 7626,5-26-1978,Gemini,01-08-2019,O+,227.9,103.6,174,34.2185
7537,male,Cai,Chuang,084 365 7210,01-10-1956,Capricorn,01-03-2020,B+,153.8,69.9,177,22.3116
7538,male,Nicholas,Butler,083 499 9263,2-15-1962,Aquarius,01-04-2017,A+,143.7,65.3,187,18.6737
7539,female,Summer,Shapcott,085 516 9462,11-12-1962,Scorpio,01-03-2018,B+,189.6,86.2,170,29.827
7540,female,Amaogechukwu,Chike,085 917 8026,08-11-1956,Leo,01-01-2019,A+,156.2,71,159,28.0843
7541,female,Katelyn,Johnston,083 810 0262,8-17-1980,Leo,01-06-2018,O+,205.5,93.4,172,31.5711
7542,female,Abbie,Bentley,084 711 6443,04-06-1960,Aries,01-11-2019,A+,129.6,58.9,159,23.2981
7543,female,Elaine,Young,084 294 8263,11-27-1954,Sagittarius,01-03-2019,B+,122.1,55.5,172,18.7601
7544,male,Fletcher,Fleming,084 756 8003,3-27-1955,Aries,01-11-2020,A+,139.5,63.4,176,20.4675
7545,male,Oskar,Fleming,082 396 0108,02-03-1978,Aquarius,01-10-2020,O+,203.7,92.6,170,32.0415
7546,female,Ling,Ts'ui,084 145 6445,11-02-1989,Scorpio,01-11-2019,B+,162.6,73.9,160,28.8672
7547,male,Angus,Takasuka,082 606 6525,10-06-1989,Libra,01-11-2016,O+,220.9,100.4,179,31.3349
7548,male,Dominic,Khan,084 675 4601,10-05-1992,Libra,01-04-2017,A-,157.5,71.6,190,19.8338
7549,female,Rossana,Barese,083 967 9508,8-28-1963,Virgo,01-12-2018,A+,155.3,70.6,167,25.3146
7550,male,Lochlan,Wright,085 500 3979,09-02-1981,Virgo,01-05-2017,AB+,236.3,107.4,174,35.4736
7551,female,Zhi,Chang,084 499 1477,05-06-1954,Taurus,01-03-2020,O+,216.9,98.6,158,39.4969
7552,male,Duccio,Zito,084 343 6293,02-04-1954,Aquarius,01-06-2018,B+,182.2,82.8,184,24.4565
7553,female,Hayley,Grubb,084 760 7253,3-21-1973,Aries,01-02-2016,B+,227.9,103.6,171,35.4297
7554,female,Adaoha,Kenechukwu,085 898 3222,9-16-1971,Virgo,01-01-2016,O+,183.9,83.6,154,35.2505
7555,male,Leo,Jordan,082 142 0654,12-05-1976,Sagittarius,01-08-2018,O+,169.2,76.9,176,24.8257
7556,male,Alastair,McIntosh,083 242 7122,02-02-1986,Aquarius,01-07-2019,O+,199.5,90.7,170,31.3841
7557,male,Tyson,Templeton,083 850 9778,7-24-1953,Leo,01-01-2019,A+,241.3,109.7,186,31.7089
7558,female,Shio,Ouchi,084 759 1698,2-22-1986,Pisces,01-02-2019,O-,208.1,94.6,174,31.2459
7559,male,David,McCrea,083 704 0859,01-05-1989,Capricorn,01-05-2017,B+,225.1,102.3,174,33.7891
7560,male,Charles,Robinson,083 112 6342,9-22-1953,Virgo,01-09-2017,A+,228.1,103.7,179,32.3648
7561,male,Yuuji,Ikarashi,082 418 7765,8-30-1973,Virgo,01-04-2020,A+,173.6,78.9,188,22.3234
7562,male,Chijioke,Chioke,082 569 8300,5-20-1994,Taurus,01-08-2020,A+,211.2,96,175,31.3469
7563,male,Yonatan,Tesfalem,084 550 2080,3-23-1971,Aries,01-03-2020,A-,229.5,104.3,180,32.1914
7564,male,Erminio,Romano,085 704 5069,3-14-1959,Pisces,01-11-2020,O-,177.8,80.8,175,26.3837
7565,female,Danielle,Bradley,084 753 1590,02-12-1979,Aquarius,01-07-2019,O+,159.3,72.4,173,24.1906
7566,male,Rudolph,Repin,082 837 9501,10-25-1953,Scorpio,01-07-2020,B+,167.2,76,183,22.694
7567,female,Mary,Fraser,082 974 3336,06-08-1968,Gemini,01-07-2016,AB-,169.4,77,153,32.8933
7568,female,Florence,Mitchell,084 311 2490,9-22-1980,Virgo,01-01-2018,B+,200.6,91.2,172,30.8275
7569,female,Alice,Agapova,082 289 5032,08-09-1952,Leo,01-11-2020,A+,218.2,99.2,153,42.3769
7570,male,De,Chin,083 593 9510,4-14-1988,Aries,01-06-2019,A+,162.4,73.8,180,22.7778
7571,male,Gordey,Yevdokimov,084 825 3281,11-07-1978,Scorpio,01-07-2016,O+,247.5,112.5,180,34.7222
7572,female,Koto,Machida,085 256 9969,6-21-1974,Cancer,01-11-2019,A+,164.8,74.9,158,30.0032
7573,male,Trifon,Konovalov,084 183 2535,03-09-1964,Pisces,01-02-2018,A+,247.1,112.3,172,37.9597
7574,female,Eleanor,Krylova,084 210 6102,5-28-1954,Gemini,01-01-2019,B+,153.1,69.6,162,26.5203
7575,male,Liang,Ni,084 517 0272,2-16-1972,Aquarius,01-11-2016,B-,150.3,68.3,175,22.302
7576,male,Gabriel,O'Leary,082 378 4285,08-12-1968,Leo,01-01-2019,B+,158.6,72.1,167,25.8525
7577,male,Cody,McDonald,083 774 8335,9-28-1953,Libra,01-11-2017,O+,189.4,86.1,178,27.1746
7578,female,Akumjeli,Zikoranachukwudimma,085 447 9067,05-03-1987,Taurus,01-03-2019,O-,210.5,95.7,155,39.8335
7579,male,Aron,Bell,085 459 9939,10-06-1969,Libra,01-10-2018,B+,198.4,90.2,170,31.2111
7580,male,Cory,Johnstone,085 605 5530,6-20-1990,Gemini,01-11-2018,B-,202.4,92,171,31.4627
7581,male,Muhammad,McKenzie,085 868 8750,5-16-1960,Taurus,01-07-2017,O-,228.8,104,172,35.1541
7582,female,Quintina,Dellucci,085 214 0738,6-13-1987,Gemini,01-12-2018,O+,145,65.9,161,25.4234
7583,male,Kimiaki,Takeshita,082 107 4579,11-18-1987,Scorpio,01-11-2019,A+,141.2,64.2,174,21.2049
7584,male,Aleandro,Endrizzi,084 485 9067,06-07-1981,Gemini,01-11-2018,O+,234.3,106.5,176,34.3815
7585,male,Onyemere,Rapuluolisa,082 167 1230,10-04-1986,Libra,01-07-2016,B+,136.2,61.9,188,17.5136
7586,female,Ella,Welch,083 705 4960,7-20-1988,Cancer,01-10-2020,AB+,192.1,87.3,167,31.3027
7587,female,Yukana,Jouon,083 637 4612,3-29-1953,Aries,01-05-2016,O-,224,101.8,170,35.2249
7588,male,Sun,Chung,082 170 8199,10-26-1990,Scorpio,01-01-2017,O+,134.9,61.3,177,19.5665
7589,female,Adriana,Onio,085 156 8844,07-02-1954,Cancer,01-12-2019,O+,192.1,87.3,170,30.2076
7590,male,Aidan,Eames,084 346 0907,7-22-1965,Cancer,01-02-2017,A+,222,100.9,169,35.3279
7591,male,Filip,Wallace,083 788 5262,5-30-1966,Gemini,01-01-2016,A+,241.8,109.9,175,35.8857
7592,male,William,Liston,082 615 1998,08-02-1973,Leo,01-10-2020,O+,200.4,91.1,188,25.7752
7593,male,Kane,Macleod,082 416 8063,4-20-1958,Taurus,01-09-2020,B+,141.7,64.4,173,21.5176
7594,male,Eberechukwu,Chiedozie,083 683 6089,10-20-1992,Libra,01-04-2018,O+,170.5,77.5,186,22.4014
7595,male,Negassi,Sheshy,082 428 8177,12-06-1957,Sagittarius,01-06-2016,O+,171.6,78,170,26.9896
7596,female,Alice,Cattaneo,083 756 4157,8-17-1979,Leo,01-01-2017,O+,107.6,48.9,160,19.1016
7597,female,Ebony,Brill,082 356 3541,11-16-1970,Scorpio,01-10-2017,A+,205.3,93.3,163,35.1161
7598,male,Hideya,Fujisawa,085 467 3867,4-25-1960,Taurus,01-04-2018,A+,207.5,94.3,179,29.431
7599,female,Kiyoka,Itou,082 464 9812,06-06-1985,Gemini,01-08-2019,O+,142.6,64.8,154,27.3233
7600,male,Jack,Spencer,082 503 7877,9-26-1981,Libra,01-09-2019,B+,225.7,102.6,174,33.8882
7601,male,Nikita,Lazarev,082 347 5721,8-23-1970,Virgo,01-11-2020,B+,142.6,64.8,178,20.452
7602,male,Iloerika,Nwokike,082 952 6370,4-26-1953,Taurus,01-10-2017,O+,168.5,76.6,165,28.1359
7603,male,Mitrofan,Fyodorov,083 540 5123,10-08-1976,Libra,01-05-2017,A-,185.7,84.4,172,28.5289
7604,male,Tomoaki,Kumatani,082 523 3437,12-08-1991,Sagittarius,01-04-2016,O-,152,69.1,188,19.5507
7605,female,Hiewan,Asfaha,084 907 8012,09-10-1974,Virgo,01-12-2018,AB-,108.9,49.5,161,19.0965
7606,male,Onwuamaegbu,Chidozie,085 894 3986,11-21-1958,Scorpio,01-10-2018,B+,229.2,104.2,176,33.6389
7607,male,Riley,Batty,082 271 0133,06-10-1953,Gemini,01-08-2017,A+,180.8,82.2,170,28.4429
7608,male,Timothy,Craft,082 694 5718,9-25-1978,Libra,01-08-2017,AB+,180,81.8,183,24.4259
7609,female,Genji,Yang,083 734 0507,09-02-1974,Virgo,01-04-2020,B+,143.9,65.4,168,23.1718
7610,male,William,Miljanovic,085 171 2627,8-31-1967,Virgo,01-07-2018,O+,234.5,106.6,186,30.8128
7611,female,Nebyat,Temesgen,084 545 4612,08-11-1991,Leo,01-09-2020,B+,112.6,51.2,169,17.9265
7612,female,Rice,Kornilova,082 263 8269,12-27-1986,Capricorn,01-09-2019,B+,133.1,60.5,159,23.931
7613,male,Methodius,Yermolayev,083 963 3477,08-02-1983,Leo,01-04-2020,O+,248.2,112.8,177,36.005
7614,female,Abigail,Wade,083 911 8072,03-06-1958,Pisces,01-07-2020,B+,139.9,63.6,153,27.169
7615,male,Ugorji,Obidimkpa,084 929 3201,4-24-1985,Taurus,01-06-2019,B+,206.4,93.8,171,32.0782
7616,male,Owen,Falkiner,085 790 1968,8-14-1977,Leo,01-05-2016,B+,216,98.2,183,29.3231
7617,male,Ermias,Brhane,084 197 5184,12-23-1951,Capricorn,01-04-2019,A+,161.7,73.5,172,24.8445
7618,male,Attilio,Sabbatini,085 649 3773,3-23-1973,Aries,01-10-2017,A+,216.3,98.3,184,29.0347
7619,female,Scarlett,Krischock,085 825 6737,04-04-1959,Aries,01-10-2016,O+,114.2,51.9,172,17.5433
7620,female,Rose,Blacket,084 976 6105,09-10-1967,Virgo,01-01-2019,B+,212.5,96.6,156,39.6943
7621,male,Temesgen,Asmara,083 819 8842,4-27-1977,Taurus,01-12-2019,O+,198.2,90.1,180,27.8086
7622,male,Hidetoshi,Morikawa,082 807 0153,10-26-1987,Scorpio,01-11-2017,O+,222.2,101,187,28.8827
7623,female,Eliza,Thompson,083 860 9594,3-16-1967,Pisces,01-11-2016,O+,172.5,78.4,173,26.1953
7624,male,Emelyan,Bodrov,083 576 3429,10-13-1989,Libra,01-10-2017,B+,223.5,101.6,173,33.947
7625,male,Dmitry,Sokolov,085 258 6909,3-16-1993,Pisces,01-12-2019,B+,145,65.9,190,18.2548
7626,male,Louis,Warner,084 448 9768,3-20-1953,Pisces,01-09-2016,B+,245.1,111.4,173,37.2214
7627,male,Virgilio,Bianchi,083 381 4415,05-02-1955,Taurus,01-06-2016,O+,223.5,101.6,181,31.0125
7628,male,Mamelu,Obidimkpa,082 435 3051,02-11-1953,Aquarius,01-03-2019,AB+,150.3,68.3,172,23.0868
7629,female,Demetria,Ricci,084 787 8960,11-13-1969,Scorpio,01-08-2018,B+,116.6,53,167,19.0039
7630,male,Caleb,Rapke,083 794 8447,02-04-1951,Aquarius,01-11-2017,O+,244.6,111.2,175,36.3102
7631,male,Joseph,Landseer,085 322 6232,12-11-1955,Sagittarius,01-06-2020,A+,231.9,105.4,167,37.7927
7632,male,Awate,Aatifa,083 482 9168,5-19-1990,Taurus,01-08-2016,O+,155.5,70.7,173,23.6226
7633,male,Jakob,Anderson,084 628 0954,11-19-1951,Scorpio,01-08-2019,O+,225.7,102.6,181,31.3177
7634,female,Morven,Bruce,084 694 2681,7-31-1984,Leo,01-08-2016,B+,149.6,68,165,24.977
7635,male,Sying,Sun,082 832 5203,3-23-1993,Aries,01-04-2020,B+,213,96.8,167,34.709
7636,female,Na,Chung,085 371 4431,5-21-1987,Gemini,01-09-2018,B+,124.7,56.7,157,23.003
7637,male,Kian,McIntosh,084 739 0131,04-11-1963,Aries,01-12-2019,A+,184.6,83.9,187,23.9927
7638,male,Renato,Boni,084 765 3732,07-03-1952,Cancer,01-03-2018,O-,185,84.1,169,29.4457
7639,female,Elizabeth,Fyodorova,082 213 4775,09-09-1957,Virgo,01-08-2020,A+,148.1,67.3,170,23.2872
7640,male,Chi,Ma,085 863 3839,11-27-1962,Sagittarius,01-09-2019,A+,226.6,103,167,36.9321
7641,male,Abdullah,Medhanie,085 599 2896,12-30-1964,Capricorn,01-07-2017,A+,245.1,111.4,172,37.6555
7642,female,Isabelle,Barker,085 568 9638,05-05-1965,Taurus,01-07-2020,B+,116.8,53.1,165,19.5041
7643,male,Adalfredo,Panicucci,082 779 8160,12-11-1966,Sagittarius,01-05-2017,A+,166.5,75.7,174,25.0033
7644,male,Julian,McNamara,085 516 0968,4-29-1960,Taurus,01-08-2020,O+,224.2,101.9,188,28.8309
7645,male,Brayden,Jolly,082 714 0444,9-21-1980,Virgo,01-08-2016,A+,208.8,94.9,189,26.567
7646,male,Mitrofan,Vasin,085 391 4235,02-07-1975,Aquarius,01-03-2017,A+,216,98.2,175,32.0653
7647,female,Leigha,Mitchell,085 771 1403,8-20-1978,Leo,01-05-2016,B+,108.9,49.5,162,18.8615
7648,male,Kenenna,Olisanugo,085 728 6547,3-26-1956,Aries,01-04-2018,A+,175.8,79.9,167,28.6493
7649,male,Evan,Osborne,082 624 0015,09-07-1987,Virgo,01-02-2020,A+,198.4,90.2,181,27.5327
7650,female,Ni,Hsiao,084 477 1474,7-23-1969,Leo,01-08-2019,A+,118.8,54,155,22.4766
7651,male,Hugo,Temple,085 218 0769,07-09-1994,Cancer,01-11-2020,A+,211.4,96.1,174,31.7413
7652,male,Tadami,Yasui,084 925 2966,5-27-1973,Gemini,01-01-2016,A+,239.6,108.9,186,31.4776
7653,male,Morgan,Lowe,083 875 7847,07-03-1951,Cancer,01-09-2017,O+,182.4,82.9,177,26.4611
7654,male,Isaac,Begg,082 539 2315,3-23-1966,Aries,01-01-2016,O+,150.9,68.6,182,20.7101
7655,male,Ryan,Montefiore,085 302 7726,02-04-1975,Aquarius,01-09-2017,A+,152.7,69.4,176,22.4044
7656,female,Jorja,Muller,084 437 8142,11-30-1982,Sagittarius,01-12-2017,B+,199.5,90.7,173,30.3051
7657,male,Cheng,Niu,082 433 6499,11-07-1961,Scorpio,01-03-2020,A+,182.4,82.9,186,23.9623
7658,female,Obianuju,Otutodilinna,082 674 1141,9-14-1993,Virgo,01-05-2016,A+,180.6,82.1,175,26.8082
7659,female,Sharon,Eastman,083 597 1117,7-16-1960,Cancer,01-02-2016,O-,143.2,65.1,169,22.7933
7660,female,Hoshika,Takenaka,084 384 2196,1-20-1958,Aquarius,01-03-2018,AB+,138.2,62.8,160,24.5313
7661,male,Yukihiko,Miyashita,084 316 2978,4-18-1955,Aries,01-05-2017,A+,248.8,113.1,182,34.1444
7662,male,Ahmed,Sinclair,083 472 2815,04-10-1973,Aries,01-12-2018,A+,236.3,107.4,168,38.0527
7663,male,Seth,Falkiner,083 831 1476,5-30-1987,Gemini,01-05-2019,O+,198.7,90.3,169,31.6165
7664,male,Souhei,Sakurai,082 531 1937,1-13-1975,Capricorn,01-07-2018,O+,196.7,89.4,184,26.406
7665,male,Matthew,Smith,082 870 3206,07-08-1988,Cancer,01-03-2017,O-,223.1,101.4,186,29.3097
7666,female,Fen,Shao,084 875 1252,8-25-1993,Virgo,01-08-2018,O+,200.2,91,155,37.8772
7667,male,Chimaoke,Oguejiofor,083 651 2133,02-01-1988,Aquarius,01-11-2017,O+,237.4,107.9,187,30.8559
7668,male,Liam,Barry,085 251 4220,01-03-1960,Capricorn,01-11-2016,O+,224.2,101.9,169,35.678
7669,male,Namito,Ogino,082 708 1016,8-15-1967,Leo,01-03-2016,O+,200.9,91.3,179,28.4947
7670,male,Eoin,Bruce,084 817 4710,01-05-1978,Capricorn,01-09-2019,AB+,189.9,86.3,168,30.5768
7671,male,Ming,Chu,085 810 1499,11-23-1967,Sagittarius,01-02-2018,A+,242.7,110.3,187,31.5422
7672,female,Adele,Rizzo,083 654 5359,04-10-1993,Aries,01-05-2019,A+,167.2,76,168,26.9274
7673,male,Sebastian,Istomin,082 310 1163,6-26-1974,Cancer,01-03-2017,O-,244.6,111.2,177,35.4943
7674,male,Stuart,Williamson,085 934 4586,7-24-1973,Leo,01-06-2019,B+,180.6,82.1,184,24.2498
7675,male,Cameron,Alexander,084 905 6568,10-05-1974,Libra,01-10-2020,A+,227.7,103.5,188,29.2836
7676,female,Alice,Yusupova,084 510 8468,09-12-1966,Virgo,01-09-2019,O+,233.2,106,164,39.4111
7677,female,Amy,King,082 687 0500,08-02-1965,Leo,01-10-2019,B+,211.2,96,167,34.4222
7678,male,Rohan,Millar,085 534 9658,07-03-1970,Cancer,01-09-2016,O+,208.6,94.8,187,27.1097
7679,male,Constantine,Shcherbakov,082 430 6334,1-31-1991,Aquarius,01-08-2017,O+,147.6,67.1,176,21.6619
7680,female,Kaelyn,Ross,085 458 7427,8-14-1985,Leo,01-08-2018,A+,120.6,54.8,155,22.8096
7681,female,Daria,Hobson,085 781 8884,8-28-1973,Virgo,01-06-2020,AB+,158,71.8,170,24.8443
7682,female,Bethan,Gordon,082 673 5603,04-04-1989,Aries,01-04-2017,O+,162.1,73.7,175,24.0653
7683,female,Stefania,Trevisan,084 126 5567,3-24-1966,Aries,01-06-2016,O+,159.5,72.5,159,28.6777
7684,male,Warren,Schmitt,083 353 3567,8-26-1981,Virgo,01-06-2018,A+,175.3,79.7,178,25.1547
7685,male,Robert,Parr,084 835 8592,02-06-1982,Aquarius,01-05-2020,O-,150.3,68.3,169,23.9137
7686,female,Esther,Bobrova,083 220 5830,12-08-1976,Sagittarius,01-04-2018,O+,152.2,69.2,157,28.0742
7687,male,Ebelechukwu,Chinonyelum,085 985 1561,05-06-1969,Taurus,01-09-2018,O+,193.4,87.9,186,25.4076
7688,female,Cerys,Read,084 531 0035,1-26-1994,Aquarius,01-01-2017,B+,124.7,56.7,161,21.8742
7689,female,Erminia,Costa,084 895 9178,10-07-1985,Libra,01-08-2017,O+,198,90,173,30.0712
7690,female,Alexis,Green,082 791 5682,05-11-1978,Taurus,01-12-2020,O-,209.9,95.4,158,38.215
7691,male,Taylor,Day,083 129 3003,07-12-1959,Cancer,01-01-2018,B+,245.1,111.4,186,32.2003
7692,female,Alla,Yevdokimova,084 581 1771,7-26-1976,Leo,01-02-2019,O+,194.9,88.6,161,34.1808
7693,male,Candido,Russo,082 346 6899,05-03-1961,Taurus,01-11-2017,A-,251,114.1,185,33.3382
7694,male,Jayden,Field,084 750 7509,3-17-1991,Pisces,01-05-2018,AB+,154.7,70.3,187,20.1035
7695,male,Junya,Murai,082 259 5758,12-09-1977,Sagittarius,01-03-2017,A+,155.1,70.5,172,23.8304
7696,male,Dumetolisa,Ginikanwa,084 531 6399,3-22-1965,Aries,01-12-2019,O+,193.6,88,167,31.5537
7697,female,Adaeke,Chukwuma,084 998 1651,07-09-1977,Cancer,01-12-2017,B-,218.9,99.5,165,36.5473
7698,female,Yue Wan,Hou,082 321 1625,8-24-1983,Virgo,01-04-2018,B+,172,78.2,164,29.075
7699,male,Christopher,Dunlop,085 836 7998,2-20-1965,Pisces,01-07-2017,A+,189.6,86.2,188,24.3889
7700,male,Koby,Bisdee,085 553 0191,04-02-1990,Aries,01-12-2017,O+,142.1,64.6,176,20.8549
7701,male,Song,Hsiao,084 650 6383,10-26-1979,Scorpio,01-10-2018,A+,217.6,98.9,188,27.9821
7702,male,Odinakachukwu,Anenechi,082 925 9826,01-11-1960,Capricorn,01-04-2016,B+,226.6,103,181,31.4398
7703,male,Motoaki,Kokawa,084 419 6668,4-13-1978,Aries,01-03-2020,B+,231,105,180,32.4074
7704,male,Kang,Yao,085 984 4420,05-11-1963,Taurus,01-08-2016,A+,243.1,110.5,172,37.3513
7705,female,Anayochukwu,Otitodilichukwu,082 324 8426,11-03-1989,Scorpio,01-07-2020,O+,155.8,70.8,168,25.085
7706,male,John,Bass,083 897 5056,8-16-1986,Leo,01-12-2020,A+,148.5,67.5,182,20.378
7707,male,Manchu,Kao,082 110 5634,03-02-1972,Pisces,01-01-2019,A+,150.9,68.6,167,24.5975
7708,male,Mario,Iadanza,083 563 0109,01-11-1966,Capricorn,01-04-2018,B+,227.9,103.6,169,36.2732
7709,male,Tesfay,Aatifa,085 335 4694,3-16-1954,Pisces,01-01-2016,O+,235.8,107.2,176,34.6074
7710,male,Kimiya,Ageda,085 518 7286,3-20-1987,Pisces,01-01-2017,O+,230.6,104.8,177,33.4514
7711,male,Cody,Brunskill,084 476 2244,8-29-1977,Virgo,01-03-2018,A+,182.2,82.8,171,28.3164
7712,male,Felice,Bruno,085 485 1965,12-09-1971,Sagittarius,01-09-2019,A+,253.2,115.1,189,32.2219
7713,male,Eric,Crawford,082 348 7365,6-17-1980,Gemini,01-12-2016,B+,139,63.2,177,20.173
7714,male,Negassi,Robel,083 631 9311,9-25-1990,Libra,01-06-2019,B+,157.5,71.6,168,25.3685
7715,female,Lavinia,Sagese,083 541 1158,09-08-1978,Virgo,01-10-2017,O-,201.3,91.5,169,32.0367
7716,female,Qing Yuan,Mai,085 513 4786,08-10-1978,Leo,01-12-2020,B+,189.4,86.1,158,34.4897
7717,male,Dennis,Britt,085 698 6767,10-06-1955,Libra,01-04-2017,B+,249.7,113.5,172,38.3653
7718,male,Udobata,Ibezimako,085 869 8351,10-29-1957,Scorpio,01-06-2019,B+,239.4,108.8,178,34.3391
7719,male,Lorenzo,Davide,083 931 4995,07-02-1961,Cancer,01-11-2016,O+,239.1,108.7,177,34.6963
7720,male,Victor,Vagin,082 610 9678,12-25-1952,Capricorn,01-01-2019,O+,245.5,111.6,174,36.8609
7721,female,Chikwado,Onyekaozulu,084 331 3370,10-19-1991,Libra,01-06-2016,B+,207.5,94.3,169,33.0171
7722,male,Thomas,Hewitt,082 937 2565,5-27-1965,Gemini,01-11-2020,AB+,188.5,85.7,178,27.0484
7723,female,Amira,Simpson,083 495 9961,5-24-1977,Gemini,01-06-2016,A+,119.2,54.2,158,21.7113
7724,male,Nijito,Kuroki,083 857 1162,1-23-1961,Aquarius,01-03-2020,O+,170.3,77.4,186,22.3725
7725,female,Lara,Gosse,082 364 4431,11-09-1966,Scorpio,01-06-2017,O+,117.5,53.4,168,18.9201
7726,female,Maxine,Blaze,084 570 1369,9-18-1985,Virgo,01-03-2019,O+,158.4,72,158,28.8415
7727,male,Leo,Komarov,082 750 0126,12-29-1989,Capricorn,01-07-2020,B+,226.6,103,179,32.1463
7728,female,Emily,Whitehead,084 530 2253,12-06-1951,Sagittarius,01-07-2017,A+,197.6,89.8,156,36.9001
7729,female,Chinonyelum,Kenenna,083 299 4844,3-23-1983,Aries,01-02-2016,O+,154.2,70.1,167,25.1354
7730,female,Charlotte,Haynes,085 793 0445,11-03-1990,Scorpio,01-09-2016,AB+,181.9,82.7,173,27.6321
7731,male,Nathaniel,Stewart,084 375 6265,07-05-1958,Cancer,01-06-2019,B+,159.1,72.3,171,24.7256
